Name,PowerState,FolderPath,Host,Datacenter,VMXPath,CPUCores,MemGB,UsedSpaceGB,DatastoreList,NetworkAdapterCount,IPAddressCount
New Virtual Machine-384,PowerOff,/Mirea/virtual_machines,esxi-10-Mirea.vsfi.org,Mirea,/vmfs/volumes/Mirea-local-hdd/New Virtual Machine-384/New Virtual Machine-384.vmx,1,1024,10,Mirea-local-hdd,4,3
ceph-reef-mgmt-node-385,PoweredOn,/dataline/virtual_machines,esxi-45-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-ceph-isci-ssh/ceph-reef-mgmt-node-385/ceph-reef-mgmt-node-385.vmx,1,32,89,dataline-ceph-isci-ssh,4,3
Windows-server386,PowerOff,/Digital-Media-House/virtual_machines,esxi-84-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-nfs-test-datastore/Windows-server386/Windows-server386.vmx,1,8,48,Digital-Media-House-nfs-test-datastore,1,0
test-esxi-70-387,PowerOff,/Colocat/virtual_machines,esxi-77-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-local-hdd/test-esxi-70-387/test-esxi-70-387.vmx,2,2,49,Colocat-local-hdd,1,0
Windows-10-388,PoweredOn,/Mirea/virtual_machines,esxi-98-Mirea.vsfi.org,Mirea,/vmfs/volumes/Mirea-lenovo-raid-10/Windows-10-388/Windows-10-388.vmx,3,1,63,Mirea-lenovo-raid-10,3,2
patroni-prod-389,PowerOff,/Digital-Media-House/virtual_machines,esxi-79-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-lenovo-raid-10/patroni-prod-389/patroni-prod-389.vmx,4,2,42,Digital-Media-House-lenovo-raid-10,1,0
patroni-dev-390,PowerOff,/DataPlanet/virtual_machines,esxi-98-DataPlanet.vsfi.org,DataPlanet,/vmfs/volumes/DataPlanet-ceph-isci-ssh/patroni-dev-390/patroni-dev-390.vmx,4,128,70,DataPlanet-ceph-isci-ssh,3,2
ceph-reef-osd-node-391,PowerOff,/dataline/virtual_machines,esxi-70-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-iscsi-hdd/ceph-reef-osd-node-391/ceph-reef-osd-node-391.vmx,1,64,59,dataline-iscsi-hdd,3,2
test-esxi-80-392,PowerOff,/Mirea/virtual_machines,esxi-37-Mirea.vsfi.org,Mirea,/vmfs/volumes/Mirea-iscsi-ssd/test-esxi-80-392/test-esxi-80-392.vmx,3,16,84,Mirea-iscsi-ssd,2,1
Windows-2019-server393,PoweredOn,/e-Style0Telecom/virtual_machines,esxi-28-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-ceph-icsi-hdd/Windows-2019-server393/Windows-2019-server393.vmx,4,32,29,e-Style0Telecom-ceph-icsi-hdd,4,3
Ubuntu-394,PoweredOn,/M1/virtual_machines,esxi-83-M1.vsfi.org,M1,/vmfs/volumes/M1-lenovo-raid-10/Ubuntu-394/Ubuntu-394.vmx,1,32,89,M1-lenovo-raid-10,4,3
Ubuntu-395,PowerOff,/DataPlanet/virtual_machines,esxi-20-DataPlanet.vsfi.org,DataPlanet,/vmfs/volumes/DataPlanet-local-hdd/Ubuntu-395/Ubuntu-395.vmx,1,256,35,DataPlanet-local-hdd,2,1
ceph-reef-osd-node-396,PowerOff,/Oxygen/virtual_machines,esxi-28-Oxygen.vsfi.org,Oxygen,/vmfs/volumes/Oxygen-ceph-icsi-hdd/ceph-reef-osd-node-396/ceph-reef-osd-node-396.vmx,2,4,78,Oxygen-ceph-icsi-hdd,2,1
ceph-quincy-mon-node-397,PoweredOn,/Digital-Media-House/virtual_machines,esxi-3-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-local-hdd/ceph-quincy-mon-node-397/ceph-quincy-mon-node-397.vmx,3,32,89,Digital-Media-House-local-hdd,2,1
ceph-quincy-mon-node-398,PoweredOn,/M1/virtual_machines,esxi-95-M1.vsfi.org,M1,/vmfs/volumes/M1-local-ssd/ceph-quincy-mon-node-398/ceph-quincy-mon-node-398.vmx,3,2,96,M1-local-ssd,3,2
pfSense-399,PoweredOn,/DataPlanet/virtual_machines,esxi-90-DataPlanet.vsfi.org,DataPlanet,/vmfs/volumes/DataPlanet-nfs-test-datastore/pfSense-399/pfSense-399.vmx,1,4,21,DataPlanet-nfs-test-datastore,4,3
ceph-reef-mon-node-400,PowerOff,/DataPlanet/virtual_machines,esxi-68-DataPlanet.vsfi.org,DataPlanet,/vmfs/volumes/DataPlanet-local-ssd/ceph-reef-mon-node-400/ceph-reef-mon-node-400.vmx,2,256,36,DataPlanet-local-ssd,2,1
ceph-reef-osd-node-10,PowerOn,/Colocat/virtual_machines,esxi-71-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-ceph-icsi-hdd/Nfs-share-7/Nfs-share-7.vmx,64,16,96,Colocat-ceph-icsi-hdd,4,3
ceph-quincy-osd-node-401,PowerOff,/Colocat/virtual_machines,esxi-49-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-iscsi-ssd/ceph-quincy-osd-node-401/ceph-quincy-osd-node-401.vmx,2,64,75,Colocat-iscsi-ssd,2,1
patroni-dev-402,PoweredOn,/dataline/virtual_machines,esxi-37-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-local-hdd/patroni-dev-402/patroni-dev-402.vmx,1,1,62,dataline-local-hdd,3,2
Ubuntu-403,PowerOff,/Oxygen/virtual_machines,esxi-41-Oxygen.vsfi.org,Oxygen,/vmfs/volumes/Oxygen-ceph-icsi-hdd/Ubuntu-403/Ubuntu-403.vmx,1,16,98,Oxygen-ceph-icsi-hdd,3,2
pfSense-404,PoweredOn,/M1/virtual_machines,esxi-88-M1.vsfi.org,M1,/vmfs/volumes/M1-iscsi-ssd/pfSense-404/pfSense-404.vmx,4,8,27,M1-iscsi-ssd,4,3
patroni-test-405,PoweredOn,/Mirea/virtual_machines,esxi-54-Mirea.vsfi.org,Mirea,/vmfs/volumes/Mirea-iscsi-hdd/patroni-test-405/patroni-test-405.vmx,3,512,54,Mirea-iscsi-hdd,1,0
ceph-reef-mon-node-406,PoweredOn,/Digital-Media-House/virtual_machines,esxi-72-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-local-hdd/ceph-reef-mon-node-406/ceph-reef-mon-node-406.vmx,2,4,84,Digital-Media-House-local-hdd,2,1
ceph-quincy-mon-node-407,PoweredOn,/M1/virtual_machines,esxi-88-M1.vsfi.org,M1,/vmfs/volumes/M1-iscsi-hdd/ceph-quincy-mon-node-407/ceph-quincy-mon-node-407.vmx,2,64,97,M1-iscsi-hdd,1,0
Mikrotick-CHR-408,PoweredOn,/Digital-Media-House/virtual_machines,esxi-29-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-iscsi-ssd/Mikrotick-CHR-408/Mikrotick-CHR-408.vmx,3,4,30,Digital-Media-House-iscsi-ssd,1,0
test-esxi-70-409,PoweredOn,/Mirea/virtual_machines,esxi-66-Mirea.vsfi.org,Mirea,/vmfs/volumes/Mirea-iscsi-ssd/test-esxi-70-409/test-esxi-70-409.vmx,2,2,98,Mirea-iscsi-ssd,1,0
Windows-10-410,PoweredOn,/Colocat/virtual_machines,esxi-25-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-nfs-test-datastore/Windows-10-410/Windows-10-410.vmx,4,16,13,Colocat-nfs-test-datastore,1,0
Windows-2019-server411,PowerOff,/Oxygen/virtual_machines,esxi-64-Oxygen.vsfi.org,Oxygen,/vmfs/volumes/Oxygen-ceph-isci-ssh/Windows-2019-server411/Windows-2019-server411.vmx,1,64,88,Oxygen-ceph-isci-ssh,4,3
ceph-quincy-osd-node-412,PowerOff,/dataline/virtual_machines,esxi-29-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-nfs-test-datastore/ceph-quincy-osd-node-412/ceph-quincy-osd-node-412.vmx,1,8,72,dataline-nfs-test-datastore,1,0
ceph-reef-mon-node-413,PowerOff,/Digital-Media-House/virtual_machines,esxi-92-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-iscsi-ssd/ceph-reef-mon-node-413/ceph-reef-mon-node-413.vmx,3,1024,63,Digital-Media-House-iscsi-ssd,2,1
ceph-reef-mon-node-414,PoweredOn,/Digital-Media-House/virtual_machines,esxi-50-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-ceph-icsi-hdd/ceph-reef-mon-node-414/ceph-reef-mon-node-414.vmx,1,8,36,Digital-Media-House-ceph-icsi-hdd,3,2
New Virtual Machine-415,PoweredOn,/dataline/virtual_machines,esxi-7-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-local-hdd/New Virtual Machine-415/New Virtual Machine-415.vmx,2,4,63,dataline-local-hdd,3,2
Mikrotick-CHR-416,PoweredOn,/Digital-Media-House/virtual_machines,esxi-61-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-nfs-test-datastore/Mikrotick-CHR-416/Mikrotick-CHR-416.vmx,4,512,46,Digital-Media-House-nfs-test-datastore,1,0
bastion-417,PoweredOn,/DataPlanet/virtual_machines,esxi-45-DataPlanet.vsfi.org,DataPlanet,/vmfs/volumes/DataPlanet-lenovo-raid-10/bastion-417/bastion-417.vmx,3,16,97,DataPlanet-lenovo-raid-10,4,3
ceph-quincy-osd-node-418,PoweredOn,/dataline/virtual_machines,esxi-29-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-lenovo-raid-10/ceph-quincy-osd-node-418/ceph-quincy-osd-node-418.vmx,3,2,66,dataline-lenovo-raid-10,3,2
bastion-419,PowerOff,/dataline/virtual_machines,esxi-46-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-local-hdd/bastion-419/bastion-419.vmx,1,128,32,dataline-local-hdd,1,0
test-esxi-80-420,PoweredOn,/e-Style0Telecom/virtual_machines,esxi-33-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-iscsi-ssd/test-esxi-80-420/test-esxi-80-420.vmx,3,32,41,e-Style0Telecom-iscsi-ssd,1,0
Windows-server421,PoweredOn,/Mirea/virtual_machines,esxi-99-Mirea.vsfi.org,Mirea,/vmfs/volumes/Mirea-nfs-test-datastore/Windows-server421/Windows-server421.vmx,4,1024,22,Mirea-nfs-test-datastore,1,0
patroni-prod-422,PoweredOn,/Digital-Media-House/virtual_machines,esxi-86-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-local-ssd/patroni-prod-422/patroni-prod-422.vmx,4,1,86,Digital-Media-House-local-ssd,2,1
ceph-reef-mon-node-423,PoweredOn,/Digital-Media-House/virtual_machines,esxi-58-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-iscsi-ssd/ceph-reef-mon-node-423/ceph-reef-mon-node-423.vmx,3,4,87,Digital-Media-House-iscsi-ssd,1,0
bastion-424,PowerOff,/Oxygen/virtual_machines,esxi-13-Oxygen.vsfi.org,Oxygen,/vmfs/volumes/Oxygen-nfs-test-datastore/bastion-424/bastion-424.vmx,3,512,24,Oxygen-nfs-test-datastore,3,2
test-esxi-70-425,PoweredOn,/dataline/virtual_machines,esxi-12-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-lenovo-raid-10/test-esxi-70-425/test-esxi-70-425.vmx,4,8,78,dataline-lenovo-raid-10,1,0
test-esxi-80-426,PowerOff,/Oxygen/virtual_machines,esxi-69-Oxygen.vsfi.org,Oxygen,/vmfs/volumes/Oxygen-ceph-isci-ssh/test-esxi-80-426/test-esxi-80-426.vmx,4,1,46,Oxygen-ceph-isci-ssh,3,2
bastion-427,PowerOff,/DataPlanet/virtual_machines,esxi-25-DataPlanet.vsfi.org,DataPlanet,/vmfs/volumes/DataPlanet-local-hdd/bastion-427/bastion-427.vmx,2,4,30,DataPlanet-local-hdd,1,0
ceph-reef-mgmt-node-428,PowerOff,/Digital-Media-House/virtual_machines,esxi-21-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-local-ssd/ceph-reef-mgmt-node-428/ceph-reef-mgmt-node-428.vmx,2,512,39,Digital-Media-House-local-ssd,2,1
patroni-dev-429,PowerOff,/dataline/virtual_machines,esxi-30-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-lenovo-raid-10/patroni-dev-429/patroni-dev-429.vmx,2,1024,57,dataline-lenovo-raid-10,4,3
ceph-quincy-osd-node-430,PowerOff,/e-Style0Telecom/virtual_machines,esxi-2-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-ceph-icsi-hdd/ceph-quincy-osd-node-430/ceph-quincy-osd-node-430.vmx,3,512,84,e-Style0Telecom-ceph-icsi-hdd,3,2
Ubuntu-431,PoweredOn,/e-Style0Telecom/virtual_machines,esxi-96-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-iscsi-hdd/Ubuntu-431/Ubuntu-431.vmx,2,4,60,e-Style0Telecom-iscsi-hdd,3,2
ceph-reef-mgmt-node-432,PoweredOn,/Colocat/virtual_machines,esxi-7-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-local-hdd/ceph-reef-mgmt-node-432/ceph-reef-mgmt-node-432.vmx,1,32,32,Colocat-local-hdd,1,0
test-esxi-80-433,PoweredOn,/Mirea/virtual_machines,esxi-97-Mirea.vsfi.org,Mirea,/vmfs/volumes/Mirea-iscsi-ssd/test-esxi-80-433/test-esxi-80-433.vmx,2,4,89,Mirea-iscsi-ssd,2,1
patroni-dev-434,PowerOff,/e-Style0Telecom/virtual_machines,esxi-38-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-iscsi-ssd/patroni-dev-434/patroni-dev-434.vmx,3,2,11,e-Style0Telecom-iscsi-ssd,1,0
Workstation-435,PowerOff,/DataPlanet/virtual_machines,esxi-54-DataPlanet.vsfi.org,DataPlanet,/vmfs/volumes/DataPlanet-local-ssd/Workstation-435/Workstation-435.vmx,3,16,98,DataPlanet-local-ssd,4,3
ceph-quincy-mon-node-436,PowerOff,/Digital-Media-House/virtual_machines,esxi-98-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-local-hdd/ceph-quincy-mon-node-436/ceph-quincy-mon-node-436.vmx,4,4,42,Digital-Media-House-local-hdd,2,1
patroni-dev-437,PoweredOn,/e-Style0Telecom/virtual_machines,esxi-36-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-iscsi-hdd/patroni-dev-437/patroni-dev-437.vmx,4,16,46,e-Style0Telecom-iscsi-hdd,3,2
New Virtual Machine-438,PowerOff,/M1/virtual_machines,esxi-63-M1.vsfi.org,M1,/vmfs/volumes/M1-iscsi-ssd/New Virtual Machine-438/New Virtual Machine-438.vmx,1,4,45,M1-iscsi-ssd,2,1
ceph-reef-osd-node-439,PowerOff,/dataline/virtual_machines,esxi-15-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-iscsi-hdd/ceph-reef-osd-node-439/ceph-reef-osd-node-439.vmx,3,16,74,dataline-iscsi-hdd,2,1
Mikrotick-CHR-440,PoweredOn,/e-Style0Telecom/virtual_machines,esxi-70-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-ceph-isci-ssh/Mikrotick-CHR-440/Mikrotick-CHR-440.vmx,2,4,56,e-Style0Telecom-ceph-isci-ssh,1,0
pfSense-441,PowerOff,/Colocat/virtual_machines,esxi-31-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-local-ssd/pfSense-441/pfSense-441.vmx,1,8,93,Colocat-local-ssd,2,1
test-esxi-70-442,PowerOff,/Colocat/virtual_machines,esxi-73-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-iscsi-ssd/test-esxi-70-442/test-esxi-70-442.vmx,4,32,15,Colocat-iscsi-ssd,2,1
Ubuntu-443,PowerOff,/M1/virtual_machines,esxi-35-M1.vsfi.org,M1,/vmfs/volumes/M1-local-hdd/Ubuntu-443/Ubuntu-443.vmx,3,64,52,M1-local-hdd,2,1
test-esxi-70-444,PowerOff,/dataline/virtual_machines,esxi-65-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-local-ssd/test-esxi-70-444/test-esxi-70-444.vmx,3,64,51,dataline-local-ssd,2,1
test-esxi-67-445,PowerOff,/Colocat/virtual_machines,esxi-71-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-nfs-test-datastore/test-esxi-67-445/test-esxi-67-445.vmx,2,4,61,Colocat-nfs-test-datastore,3,2
patroni-prod-446,PoweredOn,/DataPlanet/virtual_machines,esxi-8-DataPlanet.vsfi.org,DataPlanet,/vmfs/volumes/DataPlanet-ceph-isci-ssh/patroni-prod-446/patroni-prod-446.vmx,4,2,13,DataPlanet-ceph-isci-ssh,4,3
ceph-reef-mgmt-node-447,PowerOff,/Colocat/virtual_machines,esxi-18-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-ceph-isci-ssh/ceph-reef-mgmt-node-447/ceph-reef-mgmt-node-447.vmx,4,128,42,Colocat-ceph-isci-ssh,1,0
Nfs-share-448,PoweredOn,/Colocat/virtual_machines,esxi-71-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-lenovo-raid-10/Nfs-share-448/Nfs-share-448.vmx,4,128,53,Colocat-lenovo-raid-10,3,2
ceph-quincy-mgmt-node-449,PoweredOn,/Digital-Media-House/virtual_machines,esxi-84-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-local-ssd/ceph-quincy-mgmt-node-449/ceph-quincy-mgmt-node-449.vmx,4,512,55,Digital-Media-House-local-ssd,1,0
patroni-prod-450,PowerOff,/dataline/virtual_machines,esxi-71-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-local-ssd/patroni-prod-450/patroni-prod-450.vmx,1,128,13,dataline-local-ssd,2,1
ceph-reef-mon-node-451,PoweredOn,/Digital-Media-House/virtual_machines,esxi-100-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-ceph-icsi-hdd/ceph-reef-mon-node-451/ceph-reef-mon-node-451.vmx,4,1,64,Digital-Media-House-ceph-icsi-hdd,3,2
pfSense-452,PowerOff,/M1/virtual_machines,esxi-64-M1.vsfi.org,M1,/vmfs/volumes/M1-ceph-icsi-hdd/pfSense-452/pfSense-452.vmx,3,4,20,M1-ceph-icsi-hdd,2,1
ceph-quincy-mon-node-453,PowerOff,/Digital-Media-House/virtual_machines,esxi-5-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-local-hdd/ceph-quincy-mon-node-453/ceph-quincy-mon-node-453.vmx,4,512,70,Digital-Media-House-local-hdd,4,3
Windows-server454,PowerOff,/DataPlanet/virtual_machines,esxi-84-DataPlanet.vsfi.org,DataPlanet,/vmfs/volumes/DataPlanet-iscsi-hdd/Windows-server454/Windows-server454.vmx,1,32,77,DataPlanet-iscsi-hdd,2,1
ceph-reef-mgmt-node-455,PoweredOn,/Colocat/virtual_machines,esxi-49-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-ceph-isci-ssh/ceph-reef-mgmt-node-455/ceph-reef-mgmt-node-455.vmx,3,1,50,Colocat-ceph-isci-ssh,3,2
pfSense-456,PowerOff,/M1/virtual_machines,esxi-59-M1.vsfi.org,M1,/vmfs/volumes/M1-lenovo-raid-10/pfSense-456/pfSense-456.vmx,2,1,16,M1-lenovo-raid-10,4,3
ceph-reef-mon-node-457,PoweredOn,/dataline/virtual_machines,esxi-89-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-nfs-test-datastore/ceph-reef-mon-node-457/ceph-reef-mon-node-457.vmx,4,256,48,dataline-nfs-test-datastore,3,2
patroni-prod-458,PoweredOn,/Colocat/virtual_machines,esxi-66-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-lenovo-raid-10/patroni-prod-458/patroni-prod-458.vmx,4,8,54,Colocat-lenovo-raid-10,4,3
ceph-quincy-mon-node-459,PoweredOn,/M1/virtual_machines,esxi-54-M1.vsfi.org,M1,/vmfs/volumes/M1-local-hdd/ceph-quincy-mon-node-459/ceph-quincy-mon-node-459.vmx,3,64,29,M1-local-hdd,1,0
New Virtual Machine-460,PoweredOn,/Colocat/virtual_machines,esxi-82-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-iscsi-ssd/New Virtual Machine-460/New Virtual Machine-460.vmx,4,1,90,Colocat-iscsi-ssd,4,3
ceph-quincy-mon-node-461,PoweredOn,/M1/virtual_machines,esxi-22-M1.vsfi.org,M1,/vmfs/volumes/M1-nfs-test-datastore/ceph-quincy-mon-node-461/ceph-quincy-mon-node-461.vmx,1,32,74,M1-nfs-test-datastore,3,2
New Virtual Machine-462,PowerOff,/e-Style0Telecom/virtual_machines,esxi-2-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-local-ssd/New Virtual Machine-462/New Virtual Machine-462.vmx,4,2,96,e-Style0Telecom-local-ssd,3,2
Workstation-463,PowerOff,/dataline/virtual_machines,esxi-95-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-ceph-icsi-hdd/Workstation-463/Workstation-463.vmx,1,1,60,dataline-ceph-icsi-hdd,2,1
test-esxi-80-464,PowerOff,/e-Style0Telecom/virtual_machines,esxi-6-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-iscsi-ssd/test-esxi-80-464/test-esxi-80-464.vmx,2,1024,10,e-Style0Telecom-iscsi-ssd,2,1
patroni-test-465,PoweredOn,/e-Style0Telecom/virtual_machines,esxi-41-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-ceph-isci-ssh/patroni-test-465/patroni-test-465.vmx,3,512,79,e-Style0Telecom-ceph-isci-ssh,4,3
patroni-dev-466,PowerOff,/Digital-Media-House/virtual_machines,esxi-35-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-iscsi-hdd/patroni-dev-466/patroni-dev-466.vmx,2,32,48,Digital-Media-House-iscsi-hdd,3,2
Windows-2019-server467,PoweredOn,/M1/virtual_machines,esxi-68-M1.vsfi.org,M1,/vmfs/volumes/M1-iscsi-hdd/Windows-2019-server467/Windows-2019-server467.vmx,4,256,69,M1-iscsi-hdd,1,0
ceph-reef-mon-node-468,PoweredOn,/M1/virtual_machines,esxi-59-M1.vsfi.org,M1,/vmfs/volumes/M1-iscsi-hdd/ceph-reef-mon-node-468/ceph-reef-mon-node-468.vmx,1,512,37,M1-iscsi-hdd,3,2
ceph-reef-mgmt-node-469,PoweredOn,/Colocat/virtual_machines,esxi-37-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-iscsi-ssd/ceph-reef-mgmt-node-469/ceph-reef-mgmt-node-469.vmx,2,16,97,Colocat-iscsi-ssd,1,0
patroni-prod-470,PoweredOn,/e-Style0Telecom/virtual_machines,esxi-29-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-iscsi-ssd/patroni-prod-470/patroni-prod-470.vmx,2,16,60,e-Style0Telecom-iscsi-ssd,3,2
test-esxi-80-471,PoweredOn,/Mirea/virtual_machines,esxi-10-Mirea.vsfi.org,Mirea,/vmfs/volumes/Mirea-iscsi-ssd/test-esxi-80-471/test-esxi-80-471.vmx,4,256,12,Mirea-iscsi-ssd,2,1
Windows-server472,PoweredOn,/DataPlanet/virtual_machines,esxi-2-DataPlanet.vsfi.org,DataPlanet,/vmfs/volumes/DataPlanet-lenovo-raid-10/Windows-server472/Windows-server472.vmx,1,1024,77,DataPlanet-lenovo-raid-10,2,1
ceph-reef-osd-node-473,PowerOff,/Oxygen/virtual_machines,esxi-66-Oxygen.vsfi.org,Oxygen,/vmfs/volumes/Oxygen-iscsi-ssd/ceph-reef-osd-node-473/ceph-reef-osd-node-473.vmx,4,1,21,Oxygen-iscsi-ssd,3,2
New Virtual Machine-474,PoweredOn,/Digital-Media-House/virtual_machines,esxi-3-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-local-hdd/New Virtual Machine-474/New Virtual Machine-474.vmx,3,8,93,Digital-Media-House-local-hdd,1,0
Windows-server475,PowerOff,/Oxygen/virtual_machines,esxi-11-Oxygen.vsfi.org,Oxygen,/vmfs/volumes/Oxygen-local-ssd/Windows-server475/Windows-server475.vmx,2,1024,11,Oxygen-local-ssd,2,1
ceph-reef-mgmt-node-476,PoweredOn,/e-Style0Telecom/virtual_machines,esxi-77-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-nfs-test-datastore/ceph-reef-mgmt-node-476/ceph-reef-mgmt-node-476.vmx,4,8,60,e-Style0Telecom-nfs-test-datastore,3,2
pfSense-477,PowerOff,/Digital-Media-House/virtual_machines,esxi-54-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-local-hdd/pfSense-477/pfSense-477.vmx,1,512,27,Digital-Media-House-local-hdd,4,3
ceph-quincy-osd-node-478,PowerOff,/Digital-Media-House/virtual_machines,esxi-97-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-ceph-icsi-hdd/ceph-quincy-osd-node-478/ceph-quincy-osd-node-478.vmx,3,2,39,Digital-Media-House-ceph-icsi-hdd,4,3
Windows-10-479,PoweredOn,/dataline/virtual_machines,esxi-19-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-lenovo-raid-10/Windows-10-479/Windows-10-479.vmx,3,32,23,dataline-lenovo-raid-10,2,1
New Virtual Machine-480,PowerOff,/dataline/virtual_machines,esxi-69-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-ceph-isci-ssh/New Virtual Machine-480/New Virtual Machine-480.vmx,1,32,92,dataline-ceph-isci-ssh,3,2
Windows-2019-server481,PowerOff,/e-Style0Telecom/virtual_machines,esxi-5-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-nfs-test-datastore/Windows-2019-server481/Windows-2019-server481.vmx,3,128,55,e-Style0Telecom-nfs-test-datastore,2,1
test-esxi-70-482,PowerOff,/Oxygen/virtual_machines,esxi-55-Oxygen.vsfi.org,Oxygen,/vmfs/volumes/Oxygen-local-hdd/test-esxi-70-482/test-esxi-70-482.vmx,4,2,88,Oxygen-local-hdd,3,2
Mikrotick-CHR-483,PowerOff,/e-Style0Telecom/virtual_machines,esxi-95-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-ceph-isci-ssh/Mikrotick-CHR-483/Mikrotick-CHR-483.vmx,3,2,27,e-Style0Telecom-ceph-isci-ssh,4,3
patroni-dev-484,PowerOff,/Digital-Media-House/virtual_machines,esxi-20-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-nfs-test-datastore/patroni-dev-484/patroni-dev-484.vmx,1,64,60,Digital-Media-House-nfs-test-datastore,3,2
ceph-quincy-mon-node-485,PowerOff,/Colocat/virtual_machines,esxi-36-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-nfs-test-datastore/ceph-quincy-mon-node-485/ceph-quincy-mon-node-485.vmx,1,256,36,Colocat-nfs-test-datastore,3,2
